term,translation,category,status,confidence,source,chapterRefs,reviewer,reviewedAt,locked,notes,options,desc_en,desc_vi
code of ethics,bộ quy tắc đạo đức,other,approved,medium,auto,,,,false,,bộ quy tắc đạo đức,,
codes of conduct,các quy tắc ứng xử,other,approved,medium,auto,,,,false,,các quy tắc ứng xử,,
competition laws,luật cạnh tranh,other,approved,medium,auto,,,,false,,luật cạnh tranh,,
continental edison company,Continental Edison Company,other,approved,medium,auto,,,,false,Tên riêng,,,
contracts,Contracts,other,approved,medium,auto,,,,false,Tên riêng,,,
da silva,da Silva,other,approved,medium,auto,,,,false,Tên riêng,,,
deontology,đạo đức học nghĩa vụ,other,approved,medium,auto,,,,false,,đạo đức học nghĩa vụ,,
dodge,Dodge,other,approved,medium,auto,,,,false,Tên riêng,,,
dodge motor company,Dodge Motor Company,other,approved,medium,auto,,,,false,Tên riêng,,,
duty-based ethics,đạo đức dựa trên bổn phận,other,approved,medium,auto,,,,false,,đạo đức dựa trên bổn phận,,
eli lilly,Eli Lilly,other,approved,medium,auto,,,,false,Tên riêng,,,
equifax,Equifax,other,approved,medium,auto,,,,false,Tên riêng,,,
federal trade commission act,Federal Trade Commission Act,other,approved,medium,auto,,,,false,Tên riêng,,,
ford motor company,Ford Motor Company,other,approved,medium,auto,,,,false,Tên riêng,,,
fryman,Fryman,other,approved,medium,auto,,,,false,Tên riêng,,,
hippocrates,Hippocrates,other,approved,medium,auto,,,,false,Tên riêng,,,
hippocratic oath,Hippocratic Oath,other,approved,medium,auto,,,,false,Tên riêng,,,
intel corporation,Intel Corporation,other,approved,medium,auto,,,,false,Tên riêng,,,
kaizen,Kaizen,other,approved,medium,auto,,,,false,Tên riêng,,,
kantian,Kantian,other,approved,medium,auto,,,,false,Tên riêng,,,
lula,Lula,other,approved,medium,auto,,,,false,Tên riêng,,,
mcdonald’s,McDonald’s,other,approved,medium,auto,,,,false,Tên riêng,,,
moral compass,moral compass,other,approved,medium,auto,,,,false,Tên riêng,,,
morals,morals,other,approved,medium,auto,,,,false,Tên riêng,,,
normative ethical theories,normative ethical theories,other,approved,medium,auto,,,,false,Tên riêng,,,
petrobras,Petrobras,other,approved,medium,auto,,,,false,Tên riêng,,,
protestant work ethic,Protestant work ethic,other,approved,medium,auto,,,,false,Tên riêng,,,
rousseff,Rousseff,other,approved,medium,auto,,,,false,Tên riêng,,,
samsung electronics,Samsung Electronics,other,approved,medium,auto,,,,false,Tên riêng,,,
shareholder primacy,shareholder primacy,other,approved,medium,auto,,,,false,Tên riêng,,,
shareholders,shareholders,other,approved,medium,auto,,,,false,Tên riêng,,,
sherman act,Sherman Act,other,approved,medium,auto,,,,false,Tên riêng,,,
shkreli,Shkreli,other,approved,medium,auto,,,,false,Tên riêng,,,
stakeholders,stakeholders,other,approved,medium,auto,,,,false,Tên riêng,,,
stumpf,Stumpf,other,approved,medium,auto,,,,false,Tên riêng,,,
techcrunch,TechCrunch,other,approved,medium,auto,,,,false,Tên riêng,,,
tesla,Tesla,other,approved,medium,auto,,,,false,Tên riêng,,,
tesla electric light,Tesla Electric Light,other,approved,medium,auto,,,,false,Tên riêng,,,
torts,Torts,other,approved,medium,auto,,,,false,Tên riêng,,,
toyota,Toyota,other,approved,medium,auto,,,,false,Tên riêng,,,
turing pharmaceuticals,Turing Pharmaceuticals,other,approved,medium,auto,,,,false,Tên riêng,,,
utilitarian ethics,Utilitarian ethics,other,approved,medium,auto,,,,false,Tên riêng,,,
utilitarianism,utilitarianism,other,approved,medium,auto,,,,false,Tên riêng,,,
vicarious liability,vicarious liability,other,approved,medium,auto,,,,false,Tên riêng,,,
virtue ethics,virtue ethics,other,approved,medium,auto,,,,false,Tên riêng,,,
volkswagen,Volkswagen,other,approved,medium,auto,,,,false,Tên riêng,,,
wells fargo,Wells Fargo,other,approved,medium,auto,,,,false,Tên riêng,,,
winterkorn,Winterkorn,other,approved,medium,auto,,,,false,Tên riêng,,,
world’s most ethical companies,World’s Most Ethical Companies,other,approved,medium,auto,,,,false,Tên riêng,,,
pitch competitions,các cuộc thi pitch,other,approved,medium,auto,,,,false,Source: Extracted from Chapter 7,các cuộc thi pitch,plural of pitch competition,số nhiều của cuộc thi pitch
funding resources,nguồn tài trợ,other,approved,medium,auto,,,,false,Source: Extracted from Chapter 14,nguồn tài trợ,"financial resources available to entrepreneurs to start, maintain, or grow a business, including loans, grants, equity, crowdfunding, and personal savings","các nguồn lực tài chính sẵn có cho doanh nhân để khởi nghiệp, duy trì hoặc phát triển doanh nghiệp, bao gồm vay vốn, trợ cấp, vốn chủ sở hữu, gọi vốn cộng đồng và tiết kiệm cá nhân"
quotas,hạn ngạch,other,approved,medium,auto,,,,false,Source: Extracted from Chapter 14,hạn ngạch,"specific number of units allowed into a country; sometimes quotas are limited to one source, such as one country, and sometimes the limit is placed on aggregate quantity regardless of source(s)","số lượng đơn vị cụ thể được phép nhập khẩu vào một quốc gia; đôi khi hạn ngạch được giới hạn cho một nguồn, chẳng hạn như một quốc gia, và đôi khi giới hạn được áp dụng cho tổng lượng bất kể nguồn"
fail-safe points,điểm kiểm soát an toàn,other,approved,medium,auto,,,,false,Source: Extracted from Chapter 15,điểm kiểm soát an toàn,predetermined trigger points within the business plan that alert the entrepreneur to consider what actions are needed to bring the venture back to a healthy position,"các điểm kích hoạt được xác định trước trong kế hoạch kinh doanh, cảnh báo doanh nhân xem xét các hành động cần thiết để đưa doanh nghiệp trở lại vị thế lành mạnh"
founders' agreement,thỏa thuận giữa các nhà sáng lập,other,approved,medium,auto,,,,false,Source: Extracted from Chapter 15,thỏa thuận giữa các nhà sáng lập,"written document that addresses contractual topics such as division of equity, compensation, contributions to the venture, and commitments to the venture with timelines included","tài liệu bằng văn bản đề cập đến các vấn đề hợp đồng như phân chia cổ phần, thù lao, đóng góp cho doanh nghiệp và các cam kết với doanh nghiệp kèm theo mốc thời gian"
nominal group,kỹ thuật nhóm danh nghĩa,other,approved,medium,auto,,,,false,Source: Extracted from Chapter 15,kỹ thuật nhóm danh nghĩa,"group decision-making technique in which participants independently write their thoughts, which are then shared, discussed, and ranked to reach consensus","kỹ thuật ra quyết định nhóm trong đó các thành viên độc lập ghi lại suy nghĩ, sau đó chia sẻ, thảo luận và xếp hạng để đạt đồng thuận"
link to learning,liên kết học tập,other,approved,medium,auto,,,,false,Source: Bổ sung nhất quán tiêu đề,liên kết học tập/mục chuyên đề liên kết học tập,feature box title,
are you ready?,bạn đã sẵn sàng chưa?,other,approved,medium,auto,,,,false,Source: Bổ sung nhất quán tiêu đề,bạn đã sẵn sàng chưa?/mục chuyên đề bạn đã sẵn sàng chưa?,feature box title,
work it out,thực hành,other,approved,medium,auto,,,,false,Source: Bổ sung nhất quán tiêu đề,thực hành/mục chuyên đề thực hành,feature box title,
what can you do?,bạn có thể làm gì?,other,approved,medium,auto,,,,false,Source: Bổ sung nhất quán tiêu đề,bạn có thể làm gì?/mục chuyên đề bạn có thể làm gì?,feature box title,
learning objectives,mục tiêu học tập,other,approved,medium,auto,,,,false,Source: Bổ sung nhất quán tiêu đề,mục tiêu học tập,header,
suggested resources,tài nguyên gợi ý,other,approved,medium,auto,,,,false,Source: Bổ sung nhất quán tiêu đề,tài nguyên gợi ý,header,
key terms,thuật ngữ chính,other,approved,medium,auto,,,,false,Source: Bổ sung nhất quán tiêu đề,thuật ngữ chính,header,
review questions,câu hỏi ôn tập,other,approved,medium,auto,,,,false,Source: Bổ sung nhất quán tiêu đề,câu hỏi ôn tập,header,
